date,link,title
"Sat 16 Aug,Fri 15 Aug",/cas/4620606621.html,Do you crave oral from an attractive man? - m4w
"Sat 16 Aug,Fri 15 Aug",/cas/4574136304.html,get u off tonight - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4595408410.html,Looking for Pervs :) - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4574787101.html,Snapchat - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4618064512.html,Friday night let's hook up?  - mw4m
"Thu 14 Aug,Wed 13 Aug",/cas/4618069609.html,lookin to have sum fun.. - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4618070198.html,Lets Cum - m4mw
"Thu 14 Aug,Wed 13 Aug",/cas/4618058886.html,any sub bottoms hosting - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4617942576.html,looking for nice 7+ cock to deepthoart tonight - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4617935254.html,mw4m RIGHT NOW READ DETAILS IMPORTANT - mw4m
"Thu 14 Aug,Wed 13 Aug",/cas/4617725653.html,High School Girl - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4617808645.html,creampie - m4mm
"Thu 14 Aug,Wed 13 Aug",/cas/4617794686.html,Who is down to have some fun? - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4617702630.html,outside fun - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600393464.html,In Sault Ste. Marie Tuesday night - looking for fun evening - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600396306.html,free lingerie for the right girl - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4592313231.html,Sore muscles? Aches and pains? I would love to massage you! - w4mw
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600294048.html,Older big hairy guys(bears)... I want to suck your dick - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600272389.html,Would love to suck and play with a cock - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600147430.html,looking for the right womaan to help me  - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600122942.html,Looking for hung top - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4600118954.html,home alone for the weekend  - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4580748425.html,Any real Guys Out There???? - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4599822370.html,Any sexy Women - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4599866547.html,Bi curious guy looking for out of towners - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4599853694.html,sling fuck -saturday aug 2 - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4599801822.html,Need one to suck on. - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4576737206.html,hosting visitors/travelers - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4599836397.html,looking for some cock to suck and or? - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4599792405.html,blowjob anyone? - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4599774644.html,M4w  - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4599579260.html,I want to lick your Pussy - m4w
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4604570352.html,Looking for no strings fun - m4mw
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4604661578.html,looking for daytime fun friend - m4w
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4604689119.html,Is there a descent girl or woman out there to hook up with on occasion - m4w
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4598308435.html,Hosting fun - w4m
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4604487874.html,grandma type wanted  - m4w
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4593558239.html,looking for young and hung tonight i host - m4m
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4593410558.html,I will blow  - m4mm
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4593334782.html,Camping Companion - m4w
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4546300244.html,"Hey, Little Cocksucker!! I'm a Licker - m4w"
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4593160458.html,Ocassional NSA FWB Hookup - m4w
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4593136540.html,traveling july 29 and want to flash and jerk off - m4w
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4592829467.html,looking for private fun - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4598167874.html,looking and can host - t4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4563134660.html,Hot Construction Guys - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4588142178.html,Younger - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4586913549.html,Seeking BBW with Big Tits!! - m4w
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4597955081.html,Masc bottom looking - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4569343198.html,Looking to give head to a guy - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4568798914.html,Nice dick - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4597825960.html,Hard dick pics  - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4573405656.html, top visiting - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4597709378.html,"Hey lady, want to have some fun playing? - m4w"
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4581339245.html,A regular near bark river - m4w
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4571536279.html,get u off tonight - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4597575653.html,Any woman feeling neglected - m4w
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4597540028.html,want to? - m4w
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4597479013.html,alley blow joba - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4597452330.html,Phone Sex - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4597399084.html,Overnight sucking in Manistique - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4597354875.html,Looking for a NSA get together this weekend - m4w
"Sat 26 Jul,Fri 25 Jul,Thu 24 Jul",/cas/4589048639.html,looking - m4w
"Sat 26 Jul,Fri 25 Jul,Thu 24 Jul",/cas/4589048167.html,Married guy alone in Marquette tonight - m4m
"Sat 26 Jul,Fri 25 Jul,Thu 24 Jul",/cas/4589019456.html,New to dating world - m4w
"Sat 26 Jul,Fri 25 Jul,Thu 24 Jul",/cas/4588974644.html,looking for a nice one to suck maybe more - m4m
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4584760415.html,Labor Day weekend - mw4m
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4569346434.html,couple seeking hung male 9+ inch - mw4m
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4584689813.html,want to suck and more - m4m
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4584585939.html,Anyone for a late night hookup? - m4w
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4584509001.html,Island casino after concert fun - m4mw
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4584491752.html,Looking to connect with someone - m4w
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4574845351.html,wanna rock your world - m4w
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4545974468.html,Looking for fun  - m4w
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4574696589.html,ON 75 US 2 to wisco on 8 JUST LOOK..GOING through UP fri. 7/18 - m4w
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4574667239.html,Let's have some fun  - m4w
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4574587221.html,Any Married Ladies Looking For SEX - m4w
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4574576003.html,NSA licking - m4w
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4574550031.html,Here for 2 days! - m4m
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4574543585.html,NSA now - m4w
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4574519391.html,I will fuck antoje tonight - m4w
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4574465613.html,Weekday treat - mw4m
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4580920156.html,Need to suck - m4m
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4580838667.html,looking for sugar  and spice - m4w
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4580888905.html,Looking for horny. dicks to suck off :) - m4m
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4580809344.html,Anybody hosting? M4W m4m - m4w
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4580777466.html,looking for a good time - m4w
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4580596729.html,long DISTANCE PHONE FUN - m4w
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4565936873.html,Hot Bj's today!! - m4m
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4565876408.html,Any girl want a pair of high heels and sexy nity for free  - m4w
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4565815716.html,Tuesday nsa fun - m4m
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4565783097.html,Looking for a straight cutter - m4mm
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4565363753.html,massage today? - m4w
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4520782800.html,tonight - m4m
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4565457610.html,nicely hung bi male for man and woman - m4mw
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4565456696.html,any young suck and stroke boys? - m4m
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4565399669.html,Any girl want a day and night get away on me - m4w
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4565409489.html,hookup near NMU! - m4w
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4565372962.html,NSA Saturday/Saturday Night - m4w
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4565306966.html,bj  - m4w
"Tue 15 Jul,Mon 14 Jul,Sun 13 Jul,Sat 12 Jul",/cas/4569825992.html,Soft and Chubby girl :3 - m4w
"Tue 15 Jul,Mon 14 Jul,Sun 13 Jul,Sat 12 Jul",/cas/4569820596.html,will do anything  - m4w
"Tue 15 Jul,Mon 14 Jul,Sun 13 Jul,Sat 12 Jul",/cas/4569783746.html,Any females into ab/dl?  - m4w
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4592406535.html,make me your slave - m4w
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4611878469.html,Looking to go Down - m4w
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4611867406.html,does this work - m4w
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4611867204.html,Man or women - m4mw
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4611840093.html,Bicurious guy  - m4m
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4611827285.html,MTU first timer - m4m
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4608657280.html,Older looking for younger - m4m
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4603698481.html,Nsa oral and sex - m4w
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4611751227.html,Late Night Fun - m4m
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4615491291.html,Day off fun - m4m
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4611832342.html,Skype....mature women only - m4w
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4591962408.html,tag team  - m4mw - m4w
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4605172305.html,TONIGHT!!!!! M4W M4MW M4WW - m4w
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4602664719.html,Hosting  - m4m
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4615202467.html,Fireside Chat - m4m
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4608709807.html,looking for older - m4m
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4608688451.html,looking to blow a huge load and swallow one too... - m4m
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4608635389.html,any guys horny and looking for now - m4m
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4608622978.html,Seeking asian type - m4w
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4608619746.html,break up sex...  - m4w
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4608528707.html,21yo team effort - for guys or women/both - m4mw
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4608520222.html,Looking For A BL Man - m4m
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4608476898.html,outdoorsy guys - m4m
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4608454999.html,Discreet Passion - m4w
"Sat 09 Aug,Fri 08 Aug,Thu 07 Aug",/cas/4589205964.html,Visiting hot and wet - w4m
"Sat 16 Aug,Fri 15 Aug",/cas/4620558065.html,WATCH ME. staying in st ignace fri. sat. sun. - m4mw
"Sat 16 Aug,Fri 15 Aug",/cas/4620523450.html,WATCH ME. staying in st ignace fri. sat. sun. - m4mw
"Sat 16 Aug,Fri 15 Aug",/cas/4620458300.html,I'm Dad Type Looking for Younger Bro - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4620415874.html,looking for fun all weekend - m4m
"Sat 16 Aug,Fri 15 Aug",/cas/4620363422.html,Looking for very open minded guy - mw4m
"Sat 16 Aug,Fri 15 Aug",/cas/4602462483.html,Generous retired man. - m4w
"Sat 16 Aug,Fri 15 Aug",/cas/4620383523.html,Want to play? - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4617626914.html,Any wild ladies in Manistique - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4590082060.html,"Maybe ltr,,, blow job special,,,,,,,  nsa - m4m"
"Thu 14 Aug,Wed 13 Aug",/cas/4617561049.html,CD slut needs pixs! - t4m
"Thu 14 Aug,Wed 13 Aug",/cas/4575639748.html,well off retired man - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4617461356.html,Dick service - m4m
"Thu 14 Aug,Wed 13 Aug",/cas/4617445921.html,Any frisky housewives or bored women out there? - m4w
"Thu 14 Aug,Wed 13 Aug",/cas/4617430491.html,Gentleman? - w4m
"Thu 14 Aug,Wed 13 Aug",/cas/4617279795.html,mature Big busty woman needed - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4599552332.html,mature 4 younger fun - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4553118056.html,Oral slave - m4m
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4599480420.html,mature guy for couple tonite-MFM - m4mw
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4599454530.html,Horny & Looking - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4566242805.html,Come Play With Us!!! - mw4mw
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4566240786.html,Looking for a Bi-F to Come Play With Us!!! - mw4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4599192826.html,early morning grocery getter stop off at my room - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4557611989.html,looking for companionship - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4557363984.html,Watch Me Stroke and Cum - m4w
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4599134489.html,"straught, hiorny, cmon now - m4m"
"Mon 04 Aug,Sun 03 Aug,Sat 02 Aug,Fri 01 Aug",/cas/4599124710.html,Want to take it up the ass???????? - m4m
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4604583498.html,Bj and MFM - m4mw
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4604574151.html,Mature woman for friendship and fun. (45+ & Local to Esc./Glad.) - m4w
"Wed 06 Aug,Tue 05 Aug,Mon 04 Aug",/cas/4604321114.html,FEMALE cum dumpster needed - m4w
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4592751759.html,In search of a mature guy for some fun  - m4m
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4556106583.html,Inquisitive? - m4w
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4592649690.html,Looking to suck some cock! - m4m
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4592658246.html,Looking for some fun tonight!
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4566072221.html,Seriously just friends. seriously.  - m4w
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4592592689.html,massage for both of you - m4mw
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4581345025.html,Looking for a Mature Woman(40+) - m4w
"Wed 30 Jul,Tue 29 Jul,Mon 28 Jul,Sun 27 Jul",/cas/4592535754.html,Would like to meet a nice woman - m4w
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4587343149.html,Sucking - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4597336072.html,Want to suck now - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4597313334.html,couple seeking couple - mw4mw
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4597295532.html,whitefish falls - m4m
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4597234112.html,Cuddling - m4w
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4597216622.html,couple for couple - mw4mw
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4592328133.html,spice up r night - mw4w
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4591034054.html,fun couple - mw4w
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4581415616.html,womens night - w4w
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4597214579.html,This weekend! - m4w
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4597197005.html,down with U.P.P. - m4w
"Fri 01 Aug,Thu 31 Jul,Wed 30 Jul",/cas/4568052866.html,Discreet blow and go! - m4m
"Sat 26 Jul,Fri 25 Jul,Thu 24 Jul",/cas/4588962042.html,show me your boobs - m4w
"Sat 26 Jul,Fri 25 Jul,Thu 24 Jul",/cas/4588745719.html,looking for hot couple for first time - m4mw
"Sat 26 Jul,Fri 25 Jul,Thu 24 Jul",/cas/4588835418.html,Is there any women in the Marquette area - m4w
"Sat 26 Jul,Fri 25 Jul,Thu 24 Jul",/cas/4588800405.html,Trapper's wives 4 discrete fuck? With or w/o hubby - m4w
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4584478084.html,M4W//M4M snapchat 18+ age only - m4w
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4584484656.html,Anyone into some oral tomorrow morning - m4m
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4584479729.html,Anyone up for rough sex? - m4w
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4584474044.html,Fill me - w4m
"Thu 24 Jul,Wed 23 Jul,Tue 22 Jul",/cas/4584428420.html,Houghton/Hancock fun tonight - m4w
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4574363507.html,Hey just looking for some fun :) - m4m
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4562649901.html,The Intruder - m4w
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4574290500.html,visitor looking - m4m
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4574301254.html,big young dickk up for anything - m4w
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4574279069.html,Fun tonight - mw4m
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4574232134.html,Curiosity did what to the cat? - w4w
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4561827663.html,Can i lick your ass - m4m
"Fri 18 Jul,Thu 17 Jul,Wed 16 Jul,Tue 15 Jul",/cas/4550411019.html,Evening Wood - m4w
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4580615925.html,Have small dick? - m4m
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4580607578.html,I really need some pussy. - w4w
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4580591223.html,Quick NSA fun now - m4m
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4537003696.html,lets play - m4w
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4580468719.html,not your usual guy - m4w
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4580229182.html,GILF FANTASY - m4w
"Tue 22 Jul,Mon 21 Jul,Sun 20 Jul,Sat 19 Jul,Fri 18 Jul",/cas/4579787453.html,looking for experience - m4w
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4557365464.html,Pose Naked For Me - m4w
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4565215397.html,Mystery?  - m4w
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4565203497.html,First timer looking to get fucked or fuck  - m4m
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4565146265.html,Generiou$ for 18-22 year old - m4w
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4565097861.html,Looking to be Spoiled up for anything - m4m
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4558263676.html,Need it now... - m4m
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4564973193.html,late night blow and go - m4m
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4557949636.html,Lets get freaky - m4m
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4564966417.html,2 Military Men and 1 Hotel Room - m4w
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4564957709.html,Home alone w/ hard dick - m4w
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4564937457.html,looking to make you squirt - m4w
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4564933571.html,late night bj maybe more - m4m
"Sat 12 Jul,Fri 11 Jul,Thu 10 Jul,Wed 09 Jul",/cas/4564932668.html,I want to fuck and cuddle.  - m4w
"Tue 15 Jul,Mon 14 Jul,Sun 13 Jul,Sat 12 Jul",/cas/4565122979.html,How may i please You? - m4m
"Tue 15 Jul,Mon 14 Jul,Sun 13 Jul,Sat 12 Jul",/cas/4569570682.html,mobile glory hole - m4m
"Tue 15 Jul,Mon 14 Jul,Sun 13 Jul,Sat 12 Jul",/cas/4569566178.html,Looking for a late night cum facial - m4m
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4611711023.html,anyone wanna have nsa fun? - m4w
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4600471699.html,What's up tonite? Happy weekend..  - m4m
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4611702290.html,let's fuck like stoned monkeys - m4w
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4582194211.html,Fun right now - m4m
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4593543841.html,NSA Fun now - m4m
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4571949796.html,Tired Of The Same Thing? - m4m
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4564492829.html,tonight - m4m
"Mon 11 Aug,Sun 10 Aug,Sat 09 Aug",/cas/4611581193.html,Just looking for some fun - m4m
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4615248278.html,younger dudes in iron river - m4m
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4615171662.html,cpl looking for man this saturday - mw4m
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4615165086.html,My age - m4m
"Wed 13 Aug,Tue 12 Aug,Mon 11 Aug",/cas/4568022287.html,I find curvy thick girls sexy!  - m4w
